Artists,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
BTS ,Make It Right,3LSjYk6sFQaLi0MjtWcm8P,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782
Morgan Wallen ,Your Bartender,01FvQEvHETjWqcDpQDJdTb,0.555,0.771,4,-5.237,1,0.0282,0.247,7.26e-05,0.149,0.442,139.971
Mac Miller ,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931
Kendrick Lamar ,All The Stars,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924
Labrinth ,Formula,6EtKlIQmGPB9SX8UjDJG5s,0.574,0.664,11,-6.068,1,0.0409,0.0448,0.0553,0.146,0.226,144.654
Bebe Rexha ,Not 20 Anymore,7vWbERTWGCiu6fil02e9kj,0.659,0.553,11,-4.809,0,0.0286,0.43,5.1e-06,0.198,0.401,89.978
Gunna ,Style Stealer (Lil Baby & Gunna),1jzOG0T6JjvaOoHgzl91Nd,0.808,0.523,1,-7.034,0,0.0605,0.0741,0.000295,0.0957,0.321,155.998
The 1975 ,Give Yourself A Try,4rmIfFUZhhi9sS5IYtpkXw,0.334,0.786,11,-5.002,1,0.0592,3.17e-05,0.0,0.517,0.901,182.933
Bad Bunny ,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661
Lil Baby ,Still Runnin,5cAN3P7jWVf78gev1eF7TJ,0.856,0.727,2,-5.616,1,0.277,0.013,0.0,0.117,0.286,146.044
"Earth, Wind & Fire ",September,3kXoKlD84c6OmIcOLfrfEs,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996
Mitski ,Should've Been Me,5FQ9NDyx3KZXhovWWq4Gxo,0.51,0.63,2,-6.997,0,0.0258,0.00615,0.000485,0.147,0.569,89.812
Don Toliver ,Had Enough,6SPgp2qK3fb4wPX1SldrNf,0.748,0.789,2,-4.579,1,0.105,0.26,0.0,0.13,0.67,147.957
$uicideboy$ ,In Constant Sorrow,1TnfJHuRolxBBbweTa3qby,0.707,0.672,6,-6.186,1,0.0864,0.113,1.03e-05,0.103,0.326,129.951
Mac Miller ,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267
Paramore ,Fake Happy,6t44iU80A0h8WQ7vc4OoRj,0.734,0.626,7,-5.685,1,0.0458,0.076,6.54e-06,0.168,0.44,98.559
Imagine Dragons ,The Fall,4Nwanvqzx02WpDxtYHS0lT,0.301,0.413,0,-9.693,1,0.0418,0.493,0.0433,0.112,0.0468,120.145
Chelsea Cutler ,please,0TzeZppPwhEhySYaNRulr9,0.718,0.166,6,-15.82,0,0.0344,0.887,0.0216,0.131,0.237,97.947
Bon Iver ,715  CR∑∑KS,4fLfKKoIWroefEjqpMDid7,0.461,0.161,8,-11.145,1,0.405,0.878,0.0,0.17,0.353,88.781
Young Thug ,What's the Move,3pTScODwk9tggZzmuH6xDY,0.961,0.438,7,-7.877,1,0.31,0.0431,0.0,0.139,0.412,124.018
Morgan Wallen ,Warning,64SCQtbRtmO28ks1QhS3w5,0.633,0.664,10,-5.037,1,0.0294,0.46,0.0,0.108,0.268,115.058
Halsey ,3am,1OfLNb6dQ9dra1B58iT9Ex,0.385,0.871,0,-4.604,0,0.0795,0.00906,0.0,0.579,0.538,189.76
Kanye West ,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813
Calvin Harris ,Giant,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015
Solange ,Rise,688iitLNSV6Iik1QESqvth,0.507,0.418,1,-8.659,0,0.167,0.651,7.36e-06,0.126,0.24,84.902
Madonna ,Iconic,2pNxL8YsPdBAopzN4hy4PP,0.625,0.823,0,-4.943,0,0.0646,0.00793,0.000188,0.739,0.379,127.987
Gunna ,too easy (Remix),3A3S5pdCJdePtJ0oKeCrCP,0.784,0.601,5,-6.472,0,0.118,0.0155,0.0,0.122,0.22,156.0
DLOW ,Bet You Can't Do It Like Me,07RP1i1ddiJzh3afa0ekgG,0.442,0.954,3,-4.846,0,0.0838,0.613,0.766,0.239,0.311,97.822
Ty Dolla $ign ,Campaign,6JvHYmanlC8FdbeiCztcrR,0.865,0.718,8,-3.882,1,0.204,0.0023,7.62e-05,0.264,0.476,153.548
Migos ,Pipe It Up,3Y92OZ52FYwlIaeA3dMcCD,0.92,0.731,4,-4.996,0,0.274,0.18,0.0,0.121,0.472,132.086
Future ,No Cap,06Gyf2pFDVmN5K8XAawG96,0.8,0.523,1,-6.578,1,0.107,0.00108,0.0,0.352,0.379,147.057
OMI ,Cheerleader  Felix Jaehn vs Salaam Remi Remix,1GjEZraby4E4hevkpItlok,0.794,0.741,4,-4.472,1,0.0456,0.0649,0.0,0.171,0.661,117.944
Iggy Azalea ,Iggy SZN,1Uo0o5tAXngGQ83mVPYtdI,0.958,0.74,1,-4.805,0,0.266,0.00584,0.000205,0.0642,0.38,104.977
Khalid ,American Teen,312WNtMs3F28cUukaPY9bo,0.658,0.623,0,-6.934,1,0.0398,0.0683,0.0,0.321,0.207,100.436
Drake ,Final Fantasy,44Du2IM1bGY7dicmLfXbUs,0.5,0.449,0,-10.977,1,0.442,0.422,7.96e-06,0.115,0.104,144.206
Young Thug ,Light It Up,41mzryVlFLlz6b1BCtJAjx,0.953,0.515,10,-8.546,1,0.0846,0.00389,0.0,0.11,0.351,138.039
Catie Turner ,God Must Hate Me,21xzFXSL2XkZ2mIzDDAqTK,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954
One Direction ,End of the Day,5AezhHjX3R1bmxcAEgrFpS,0.502,0.594,11,-5.031,1,0.0365,0.0256,0.0,0.0834,0.349,153.687
Eminem ,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504
Logic ,Lord Willin',4q6oNFTjZmJqkIgPdp8iR1,0.648,0.85,6,-4.248,0,0.0561,0.123,0.000347,0.0529,0.567,170.061
Lil Uzi Vert ,Do What I Want,4IWGnyOHDrVZEtPWfs4s7q,0.681,0.701,9,-6.336,1,0.0767,0.106,0.0,0.208,0.398,139.952
Shawn Hook ,Reminding Me,6n72bDAxbWOkWaJnlfQfIZ,0.569,0.564,9,-4.856,0,0.0429,0.0897,0.0,0.0816,0.254,132.794
Drake ,Ice Melts,7bJ4mu7MHa3rHiNyKjOoSl,0.813,0.551,6,-7.605,0,0.353,0.08,0.0,0.386,0.598,124.957
Bad Bunny ,200 Mph,5jGUJXnELDaDTgiRjD9lsg,0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02
Ugly God ,No Lies,6ki9xXYU55ZSIU5DiFuIRT,0.805,0.429,1,-11.902,1,0.182,0.302,4.86e-05,0.0962,0.332,77.488
Future ,Over Your Head,7JsuXl9Odf3V38ksu4FWDZ,0.773,0.742,5,-5.453,0,0.162,0.00198,0.0,0.558,0.35,148.949
Tory Lanez ,Old Friends x New Foes,1ql9UO3B5T3qP3NOAg0rr0,0.475,0.513,8,-11.05,0,0.855,0.369,0.0,0.162,0.261,77.274
Bad Bunny ,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928
Run The Jewels ,JU$T,1c2XhkS6hX6cGPcxfFHK35,0.877,0.509,6,-7.076,0,0.406,0.0329,5.25e-05,0.197,0.417,132.963
Mac Miller ,The Spins,7FAFkQQZFeNwOFzTrSDFIh,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.006
Cardi B ,Drip,2qcG0nZ6S3zZV0UrkY5nFo,0.968,0.589,11,-7.808,1,0.255,0.0511,0.0,0.0731,0.268,129.993
A$AP Ferg ,No Ceilings,1K2JtjX3s8QaEKvsbC1UXX,0.77,0.705,11,-3.138,0,0.393,0.137,0.0,0.0992,0.405,143.054
Fetty Wap ,Wake Up,6BOtDFg6GJm0rPUDuNmx57,0.647,0.673,5,-5.992,1,0.176,0.172,0.0,0.223,0.527,179.971
One Direction ,Night Changes,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001
Future ,Stick to the Models,0F7FlaQBiyNkV8iakTocsW,0.813,0.543,1,-6.555,0,0.211,0.088,7.42e-06,0.112,0.165,137.986
Auli'i Cravalho ,How Far I'll Go,6mb6lVLNrcUgLnEN8QnDJd,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72
Kendrick Lamar ,Money Trees,2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994
J. Cole ,m y . l i f e,1D3z6HTiQsNmZxjl7F7eoG,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021
Bing Crosby ,Twelve Days Of Christmas,0cAhE2iDJApegDnVRx6fCK,0.641,0.413,3,-5.624,1,0.0435,0.926,0.0,0.191,0.834,143.522
BTS ,Butter (Instrumental),4vNAtmfodHh3Q861erXhok,0.429,0.387,1,-7.486,1,0.0753,0.000178,0.802,0.142,0.41,109.893
French Montana ,Out Of Your Mind,54yCP5dfn4uvU5h37aE8f4,0.718,0.882,4,-4.677,0,0.0521,0.0229,0.0286,0.102,0.611,95.005
SleazyWorld Go ,Sleazy Flow,5mt882Eqx22RwFOTE01jS8,0.825,0.234,9,-14.202,1,0.495,0.235,9.54e-06,0.0696,0.18,77.487
Bebe Rexha ,Last Hurrah,0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259
BLACKPINK ,Ice Cream,4JUPEh2DVSXFGExu4Uxevz,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972
Ed Sheeran ,I Don't Want Your Money,3FHXUqaUer9o231Je1zxIN,0.468,0.63,8,-6.536,0,0.0843,0.31,0.0,0.137,0.762,91.419
Ed Sheeran ,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
A Boogie Wit da Hoodie ,4 Min Convo (Favorite Song),5h66wqaGklsSa8eSxTwcJT,0.705,0.65,7,-5.654,0,0.212,0.359,0.0,0.169,0.658,91.053
Billie Eilish ,lovely,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284
Lil Baby ,California Breeze,6ug9fUi5oLLgQgOF1G8WkM,0.738,0.666,5,-6.97,0,0.455,0.00361,0.0,0.107,0.215,161.734
DNCE ,Body Moves,2igbKtoBMXdYgYPkCpl0V4,0.655,0.693,5,-5.148,0,0.0372,0.00166,0.0,0.0398,0.868,102.028
j,hope  Pandora's Box,2On611HXKQAbaYkuc4NQAm,0.785,0.807,0,-3.877,1,0.178,0.198,0.0,0.326,0.228,96.981
Tory Lanez ,Pricey & Spicy,1ahRPMw2Cpv1HfUNW8Ykw4,0.506,0.665,5,-7.11,1,0.229,0.0662,0.0,0.146,0.144,149.872
Trippie Redd ,Never Change,7E9yDZtkvlAC0aAnU4etRJ,0.345,0.749,5,-6.065,0,0.163,0.121,0.0,0.187,0.613,154.984
Justin Bieber ,Honest,2KdKh9vHbKW0tZLqtpxxI0,0.81,0.655,8,-6.779,0,0.0698,0.127,8.16e-05,0.105,0.809,150.002
Florida Georgia Line ,Drinkin' Beer. Talkin' God. Amen.,0rOVgtieEk5SoypbulRiKI,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032
Lil Pump ,Ok,5eukRVizDddgFQMeW3zyRV,0.875,0.587,8,-7.565,1,0.384,0.0141,0.0,0.19,0.586,146.015
DJ Khaled ,Gold Slugs,4Ai8D5oSRQgkU74V3azbwu,0.327,0.923,0,-1.969,1,0.385,0.234,0.0,0.382,0.647,176.281
Jake Owen ,Made For You,7vF3xkCMvZjAe2nTWY0uQZ,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125
Justin Bieber ,Intentions,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986
6ix9ine ,DUMMY,5XJ3VZJ5sY6eueofr2QyF0,0.721,0.622,5,-7.395,0,0.0708,0.09,4.46e-06,0.0976,0.595,91.01
The Kid LAROI ,"F*CK YOU, GOODBYE",0c34ovpXiMWWUbKX0IavIH,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057
Kaskade ,A Little More,6SKkN6yuQFnzMEHMQR3sWw,0.425,0.742,11,-5.098,0,0.0386,0.00772,0.00077,0.112,0.215,127.978
Don Toliver ,Way Bigger,0HNKMJ2EKCaT2EqcCBj1EH,0.752,0.531,1,-6.236,1,0.0568,0.0534,0.0,0.124,0.2,131.97
Harry Styles ,Cherry,2IOFZdYYkFxEHVz1w34PoL,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946
Bobby Shmurda ,No Time For Sleep (Freestyle),15dMyPLSaai7vKtO69TTnW,0.594,0.706,1,-6.127,1,0.442,0.00724,0.0,0.138,0.21,170.062
French Montana ,Figure it Out,0vgtBFdPTkZwQ2gmFu7Dra,0.652,0.824,0,-4.798,1,0.118,0.121,0.0,0.181,0.322,84.015
Future ,RACKS BLUE,4lc61NBCDzy2srBHDQeTfN,0.868,0.548,1,-7.864,1,0.171,0.233,2.67e-06,0.181,0.557,139.999
Post Malone ,When I’m Alone,5Ja2u1FPlVxrxeMWEa2dcn,0.485,0.656,10,-6.121,0,0.0528,0.0346,0.0,0.155,0.106,140.107
Wilbur Soot ,Your New Boyfriend,4vLBnQtece15fFhqWxZvJP,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532
Sam Smith ,I Feel Love,29MOOOmMRPeWyPwKQFoF5t,0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015
Calum Scott ,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006
Logic ,Call Me,3GnKQbsTncWdliHNgqg0Av,0.714,0.621,11,-10.566,0,0.244,0.271,0.00393,0.0783,0.627,154.178
Agust D ,Burn It,2hX8rtWyNxYyaBT64H3LYU,0.658,0.776,6,-7.088,0,0.0493,0.012,2.1e-06,0.272,0.336,114.044
Belly ,Immigrant,7xV2KiZcW7oUCUyYWzrxnC,0.698,0.835,1,-4.847,0,0.414,0.556,0.0,0.209,0.646,89.11
Lil Skies ,Nowadays Pt. 2,0Goo25lbtpwor5vb0K2r21,0.687,0.829,4,-3.607,0,0.0298,0.0836,0.0,0.0986,0.349,152.059
Jhay Cortez ,No Me Conoce  Remix,2beS6dD5rovBxSA1zYoSHR,0.804,0.787,10,-3.824,0,0.0746,0.14,0.0,0.0927,0.562,91.974
Fiona Apple ,I Want You To Love Me,73SBAGI4fPFm4VkB3NjXq8,0.528,0.504,9,-8.821,0,0.09,0.559,0.0414,0.0936,0.712,141.369
Nelly Furtado ,Maneater,4wH4dJgrsxONID6KS2tDQM,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
Dreamville ,Wells Fargo,2gtFMLjQpCTGekMi4oXZxN,0.8,0.826,1,-3.198,1,0.107,0.0706,4.76e-06,0.181,0.241,148.021
The Weeknd ,Take My Breath,2vgUijXOTRMnWXDtvgMp2b,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02
Demi Lovato ,Tell Me You Love Me,0yvPEnB032fojLfVluFjUv,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931
Mark Ronson ,Pieces of Us,0fQf209axFXyMsV5pAhfzf,0.571,0.747,0,-8.708,0,0.068,0.153,0.0,0.186,0.35,101.972
Big Sean ,Outro,3JaQQnAGa5pIqhqSiA7r2f,0.64,0.893,9,-2.854,0,0.281,0.404,0.0,0.315,0.629,83.643
Tory Lanez ,Temperature Rising,1FKFLWFa7fVoftc7UmYhDC,0.569,0.519,6,-5.44,0,0.0464,0.00756,0.0,0.0809,0.0769,131.91
Demi Lovato ,Confident,3DXXKDbbZKyAZfNb96ST3q,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064
WALK THE MOON ,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
Handsome Ghost ,Steps,3YR1CSEZrjaCXdvyR1Uj8h,0.671,0.578,1,-7.835,1,0.0393,0.0767,8.17e-05,0.155,0.213,95.999
Keyliu ,A Little House on the River,6J6b6KcRmoPMCLa3rT4OUl,0.754,0.661,6,-6.942,0,0.0365,0.0374,0.000211,0.148,0.498,113.03
$uicideboy$ ,Champagne Face,1UsvO5U72YRU8Xnq8Lp14O,0.894,0.767,10,-4.695,0,0.137,0.0231,2.36e-05,0.574,0.412,144.077
The Weeknd ,Starry Eyes,6zzdyvVWjGrQBraSvuqJPY,0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23
Zara Larsson ,I Would Like,4Q4jmPHwu0wrJvqrld0FQ6,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028
G,Eazy  Random,422lAAWQO9TqL1LxIPdhOn,0.603,0.783,9,-6.891,1,0.138,0.00353,0.0,0.216,0.182,87.154
Mumford & Sons ,Wilder Mind,2ulsFH2hAwl1J0x8Cr29cT,0.519,0.688,9,-10.254,0,0.0353,0.14,0.172,0.116,0.604,157.93
ScHoolboy Q ,Ride Out,2glfyBSK3wqoumtEVN1F07,0.629,0.892,3,-5.254,0,0.122,0.0315,0.0,0.135,0.448,72.015
Migos ,Give No Fxk,6ZelF5APDN5r6XnFqcnvWR,0.904,0.627,1,-5.608,1,0.222,0.0303,5.68e-06,0.0923,0.236,145.976
Ty Dolla $ign ,Blasé,2NAZcL9tLUkdMMb5v3xFVG,0.615,0.523,7,-4.246,0,0.267,0.505,4.29e-06,0.11,0.693,127.932
Maroon 5 ,Happy Christmas (War Is Over),6R1L7XoVK27F0heZe1yvfO,0.436,0.15,2,-10.784,1,0.0307,0.933,0.0,0.103,0.168,143.072
A$AP Ferg ,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142
Lovejoy ,It's All Futile! It's All Pointless!,5RLb64aVhzsTLXTpdJSO3E,0.543,0.529,9,-8.919,1,0.0769,0.00872,0.0484,0.0857,0.453,165.202
2 Chainz ,Bounce,6QCvI9gnU6MchZCPq99h85,0.736,0.849,10,-2.166,0,0.279,0.0843,0.0,0.2,0.71,160.106
Kevin Abstract ,Peach,5JRMqkR82k2fdDEAim9SCN,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-06,0.107,0.421,131.895
Tom Petty and the Heartbreakers ,Here Comes My Girl,685sEpLJe80Zzuxz3siOVT,0.578,0.734,4,-6.09,1,0.0304,0.0517,0.233,0.165,0.373,104.851
Meghan Trainor ,Better,5k5fWendNngd89O8JKoE8L,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987
5 Seconds of Summer ,Girls Talk Boys,3AqhGYasXnen5PvLsHL1vc,0.828,0.777,7,-3.356,1,0.0513,0.0901,0.0,0.0973,0.867,120.04
Drake ,Laugh Now Cry Later,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
Roddy Ricch ,High Fashion,07KXEDMj78x68D884wgVEm,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956
Lana Del Rey ,Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986
Sam Smith ,Stay With Me  Darkchild Version,7wK6pBmu1iI3V62DaSzuZ3,0.459,0.37,7,-7.153,0,0.0428,0.45,0.000116,0.0923,0.104,84.108
Thomas Rhett ,Make Me Wanna,69DR48pXzSabFUfQfDDJDb,0.545,0.818,9,-6.38,1,0.0541,0.0369,0.0,0.101,0.679,109.019
The Chainsmokers ,Beach House,2bQhVQbV7VBzSOPo8mbkUR,0.4,0.838,0,-4.491,1,0.0526,0.174,0.0,0.341,0.533,179.945
Billie Eilish ,Your Power,042Sl6Mn83JHyLEqdK7uI0,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642
Harry Styles ,Adore You,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048
Baxuz ,Future,2IFs9GECiDhQwP8PkkEpzM,0.791,0.785,10,-8.679,0,0.292,0.241,0.000281,0.344,0.776,196.1
XXXTENTACION ,Introduction,2aOPvzjpMwikBgngKcxsA9,0.678,0.481,10,-20.18,0,0.92,0.868,0.0,0.431,0.0684,88.828
The Lumineers ,BIRTHDAY,6B4wq5B6e0ocQWZ7GnqIqd,0.556,0.608,2,-6.572,1,0.0422,0.371,0.0,0.0675,0.524,78.433
Chris Brown ,High End,6FwiZxKXipsyGw2CVZOzol,0.725,0.503,10,-5.646,1,0.209,0.0144,1.52e-06,0.124,0.0636,153.047
Kendrick Lamar ,Hood Politics,2UOYzhusMTypF7oAQwksCj,0.731,0.661,6,-6.562,0,0.376,0.145,0.0,0.12,0.369,87.912
Taylor Swift ,Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,0.569,0.741,5,-4.963,1,0.0282,0.0122,0.0,0.333,0.43,100.118
Bryson Tiller ,Keep Doing What You're Doing,1MpQyTgfVMpUOnwKMTSMzu,0.363,0.359,10,-12.19,0,0.101,0.84,9.11e-05,0.353,0.142,74.526
Swedish House Mafia ,Lifetime,3QqHt507QJZCzluEYsnv4u,0.584,0.718,11,-7.824,0,0.126,0.0205,2.99e-06,0.906,0.155,99.841
Billie Eilish ,i love you,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446
Mumford & Sons ,Only Love,4accw35l1eh9kvAZT78l7d,0.282,0.236,9,-11.176,1,0.0317,0.0441,0.000579,0.116,0.123,159.957
Giveon ,For Tonight,1TlTzdsEpgfsmbuNfYmWfG,0.606,0.513,9,-8.756,1,0.0524,0.102,0.0,0.156,0.177,79.9
Eminem ,Greatest,2XTquzYQAdT1Hk78bOUwsv,0.809,0.737,1,-5.186,1,0.108,0.0441,0.0,0.341,0.367,80.025
Kris Kross Amsterdam ,Whenever,3DGar7krWlmrXRFHBcQF6z,0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,0.518,109.989
DJ Khaled ,THIS IS MY YEAR,3pBt8B92anUJVIllwPrIuR,0.454,0.824,7,-4.657,1,0.356,0.0684,0.0,0.448,0.384,118.524
WhoHeem ,Lets Link,6fMzgFFGzWCwiHMzDzNpp5,0.839,0.683,10,-9.232,0,0.165,0.00667,0.0,0.241,0.522,120.003
Kanye West ,Wash Us In The Blood,7mEUjhl6aTztdHCrxoTgBG,0.67,0.847,10,-4.85,1,0.409,0.184,0.0,0.304,0.381,137.22
Jason Derulo ,If I'm Lucky,6eUncuJutsFi9BGO1JaBHh,0.897,0.634,4,-6.264,0,0.161,0.00413,0.0,0.0686,0.506,112.048
XXXTENTACION ,NorthStar  Remix,7t27DLlJCOCt0Y3XTUGAbc,0.867,0.811,1,-5.437,1,0.112,0.126,2.47e-06,0.0676,0.829,149.967
A Boogie Wit da Hoodie ,Girls Go Down,6NxOrfF4XvNsSpp7G56KzF,0.796,0.67,7,-6.465,0,0.107,0.00995,2.22e-06,0.128,0.343,139.987
Kungs ,This Girl  Kungs Vs. Cookin' On 3 Burners,1A8j067qyiNwQnZT0bzUpZ,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985
Kanye West ,Freestyle 4,6wfzokDylbrJzrJcpnBkcy,0.564,0.537,9,-8.381,0,0.095,0.0449,0.0,0.0907,0.459,126.036
Jonas Brothers ,Strangers,5md87aD3pGXRghKUbZdyh8,0.594,0.842,1,-4.892,1,0.072,0.0312,0.0,0.071,0.573,129.986
Trippie Redd ,Supernatural,6AsUTNFddwdw78rvwHzesK,0.449,0.852,1,-3.618,1,0.308,0.00938,0.0,0.127,0.425,156.675
Lil Wayne ,Know You Know (ft. 2 Chainz),4jT3GU6bhC8mrtDPZsNd0S,0.803,0.549,0,-5.347,0,0.28,0.438,0.0,0.135,0.591,139.935
Sia ,Together,5id3Rqn7SPj1LX4FfY4nGz,0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007
Bad Bunny ,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
City Girls ,JT First Day Out,0Otdui0avqjOxuCAzC7Jfc,0.695,0.602,11,-7.178,1,0.396,0.228,0.0,0.67,0.541,94.07
DJ Khaled ,Big Boy Talk,6L8MHp94PFckbkfZm2foUJ,0.406,0.793,0,-4.389,0,0.425,0.0656,0.0,0.346,0.363,78.264
Rick Ross ,Apple of My Eye,4M2idH8CQzXQAYlV0NACCt,0.523,0.783,6,-3.755,0,0.185,0.214,0.0,0.612,0.313,117.264
Blake Shelton ,She's Got a Way With Words,3JffB4CABj9lA0NC63kbCp,0.616,0.697,3,-5.952,1,0.0295,0.326,2.18e-05,0.0827,0.68,148.93
Hayden James ,Something About You,5n9DJWUiwuKuPE9sCVbQ0n,0.861,0.602,2,-7.314,0,0.0617,0.369,0.0644,0.0751,0.684,114.978
SZA ,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008
Logic ,Legacy,5mJAediEZEv8KKpWxrNIqf,0.692,0.791,7,-3.508,1,0.274,0.425,0.0,0.138,0.638,88.0
Olivia Rodrigo ,enough for you,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485
Childish Gambino ,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736
Tom Petty and the Heartbreakers ,Learning To Fly,17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74
Summer Walker ,Me,7pQAGG3OhXuYZrEh8nUCbi,0.611,0.251,7,-8.286,0,0.0843,0.703,0.0,0.106,0.056,89.696
Carlie Hanson ,Only One,60vXjxt41zVWPGIM4fZRCk,0.774,0.485,8,-5.887,1,0.0864,0.257,0.0,0.0862,0.696,123.008
Ski Mask The Slump God ,LA LA,2PCKWNZYcwyFKd4lVRWE8k,0.765,0.574,5,-8.456,1,0.31,0.0585,0.0,0.22,0.606,140.017
